OriginalID,OriginalTraitName,OriginalTraitDef,StandardisedTraitName,StandardisedTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,originalerrorunit,StandardisedTraitValue,StandardisedTraitUnit,,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Bioname,Interactor1Stage,interactor1sex,Interactor1Temp,Interactor1TempUnit,interactor1growthtemp,interactor1growthtempunit,figuretable,citation,doi,notes
MTD2251,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.0000 ,millimeter / (1 individual * 1 day),0,0,,0,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,30.00 ,celsius,,,Table 2,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2251,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.0000 ,millimeter / (1 individual * 1 day),0,0,,0,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,32.00 ,celsius,,,Table 2,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2251,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.0000 ,millimeter / (1 individual * 1 day),0,0,,0,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,35.00 ,celsius,,,Table 2,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.4600 ,millimeter / (1 individual * 1 day),0.07,0.07,,5.32E-09,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,8.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.3100 ,millimeter / (1 individual * 1 day),0.08,0.08,,1.52E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,11.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.7700 ,millimeter / (1 individual * 1 day),0.05,0.05,,2.05E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,15.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,2.8800 ,millimeter / (1 individual * 1 day),0.06,0.06,,3.33E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,20.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.4700 ,millimeter / (1 individual * 1 day),0.09,0.09,,4.02E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,25.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.6900 ,millimeter / (1 individual * 1 day),0.06,0.06,,4.27E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,28.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.8200 ,millimeter / (1 individual * 1 day),0.07,0.07,,4.42E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,30.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.4100 ,millimeter / (1 individual * 1 day),0.11,0.11,,1.63E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,32.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2252,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.0000 ,millimeter / (1 individual * 1 day),0,0,,0,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,35.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.3700 ,millimeter / (1 individual * 1 day),0.05,0.05,,4.28E-09,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,8.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.5300 ,millimeter / (1 individual * 1 day),0.06,0.06,,6.13E-09,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,11.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.9100 ,millimeter / (1 individual * 1 day),0.15,0.15,,2.21E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,15.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,2.9400 ,millimeter / (1 individual * 1 day),0.11,0.11,,3.40E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,20.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.7500 ,millimeter / (1 individual * 1 day),0.09,0.09,,4.34E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,25.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,4.1800 ,millimeter / (1 individual * 1 day),0.16,0.16,,4.84E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,28.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,2.7700 ,millimeter / (1 individual * 1 day),0.12,0.12,,3.21E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,30.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.4700 ,millimeter / (1 individual * 1 day),0.06,0.06,,1.70E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,32.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2253,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.0000 ,millimeter / (1 individual * 1 day),0,0,,0,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,35.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.3800 ,millimeter / (1 individual * 1 day),0.07,0.07,,4.40E-09,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,8.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.7500 ,millimeter / (1 individual * 1 day),0.09,0.09,,8.68E-09,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,11.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.9100 ,millimeter / (1 individual * 1 day),0.04,0.04,,2.21E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,15.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.3900 ,millimeter / (1 individual * 1 day),0.16,0.16,,3.92E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,20.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,4.0900 ,millimeter / (1 individual * 1 day),0.13,0.13,,4.73E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,25.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,4.0700 ,millimeter / (1 individual * 1 day),0.2,0.2,,4.71E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,28.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,2.9300 ,millimeter / (1 individual * 1 day),0.06,0.06,,3.39E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,30.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.1000 ,millimeter / (1 individual * 1 day),0.03,0.03,,1.27E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,32.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2254,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.0000 ,millimeter / (1 individual * 1 day),0,0,,0,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,35.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.5300 ,millimeter / (1 individual * 1 day),0.06,0.06,,6.13E-09,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,8.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.5300 ,millimeter / (1 individual * 1 day),0.06,0.06,,6.13E-09,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,11.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.8400 ,millimeter / (1 individual * 1 day),0.1,0.1,,2.13E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,15.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.0900 ,millimeter / (1 individual * 1 day),0.1,0.1,,3.58E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,20.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.5500 ,millimeter / (1 individual * 1 day),0.12,0.12,,4.11E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,25.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.7300 ,millimeter / (1 individual * 1 day),0.03,0.03,,4.32E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,28.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.0800 ,millimeter / (1 individual * 1 day),0.08,0.08,,3.56E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,30.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.6900 ,millimeter / (1 individual * 1 day),0.03,0.03,,1.96E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,32.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2255,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.0000 ,millimeter / (1 individual * 1 day),0,0,,0,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,35.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2256,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,0.3500 ,millimeter / (1 individual * 1 day),0.03,0.03,,4.05E-09,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,8.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2256,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.1400 ,millimeter / (1 individual * 1 day),0.06,0.06,,1.32E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,11.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2256,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,1.8000 ,millimeter / (1 individual * 1 day),0.04,0.04,,2.08E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,15.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2256,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,3.0200 ,millimeter / (1 individual * 1 day),0.06,0.06,,3.50E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,20.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
MTD2256,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,Radial Growth Rate,Increase in diameter of a circular colony growing on a 2 dimensional surface,4.1800 ,millimeter / (1 individual * 1 day),0.07,0.07,,4.84E-08,meter / (individual * second),,Fungi,Ascomycota,Ascomycetes,Eurotiales,Trichocomaceae,Paecilomyces,fumosoroseus,Paecilomyces fumosoroseus,,,25.00 ,celsius,,,Table 3,"Vidal, C., Fargues, J. & Lacey, L. A. 1997. Intraspecific variability of Paecilomyces fumosoroseus: Effect of temperature on vegetative growth. Journal of Invertebrate Pathology 70, 18-26.",,
