"","EXP","TEMP","DAY","ISOLATE","PLATE","WELL","OD","NC_AVG","OD_SUB"
"1",2,5,1,"LB_AB","P.16",1,0.12,0.1195,0.0005
"2",2,5,1,"LB_AB","P.16",2,0.12,0.1195,0.0005
"3",2,5,1,"LB_AB","P.16",3,0.122,0.1195,0.0025
"4",2,5,1,"LB_AB","P.16",4,0.123,0.1195,0.0035
"5",2,5,1,"LB_AB","P.16",5,0.125,0.1195,0.0055
"6",2,5,1,"LB_AB","P.16",6,0.125,0.1195,0.0055
"7",2,5,1,"LB_AB","P.16",7,0.128,0.1195,0.0085
"8",2,5,1,"LB_AB","P.16",8,0.146,0.1195,0.0265
"9",2,5,1,"LB_AB","P.17",1,0.128,0.118125,0.009875
"10",2,5,1,"LB_AB","P.17",2,0.13,0.118125,0.011875
"11",2,5,1,"LB_AB","P.17",3,0.13,0.118125,0.011875
"12",2,5,1,"LB_AB","P.17",4,0.131,0.118125,0.012875
"13",2,5,1,"LB_AB","P.17",5,0.133,0.118125,0.014875
"14",2,5,1,"LB_AB","P.17",6,0.134,0.118125,0.015875
"15",2,5,1,"LB_AB","P.17",7,0.135,0.118125,0.016875
"16",2,5,1,"LB_AB","P.17",8,0.136,0.118125,0.017875
"17",2,5,1,"LB_AB","P.18",1,0.122,0.11275,0.00925
"18",2,5,1,"LB_AB","P.18",2,0.124,0.11275,0.01125
"19",2,5,1,"LB_AB","P.18",3,0.129,0.11275,0.01625
"20",2,5,1,"LB_AB","P.18",4,0.131,0.11275,0.01825
"21",2,5,1,"LB_AB","P.18",5,0.132,0.11275,0.01925
"22",2,5,1,"LB_AB","P.18",6,0.132,0.11275,0.01925
"23",2,5,1,"LB_AB","P.18",7,0.133,0.11275,0.02025
"24",2,5,1,"LB_AB","P.18",8,0.151,0.11275,0.03825
"25",2,5,1,"LB_AB","P.19",1,0.107,0.109625,-0.002625
"26",2,5,1,"LB_AB","P.19",2,0.108,0.109625,-0.001625
"27",2,5,1,"LB_AB","P.19",3,0.111,0.109625,0.001375
"28",2,5,1,"LB_AB","P.19",4,0.111,0.109625,0.001375
"29",2,5,1,"LB_AB","P.19",5,0.112,0.109625,0.002375
"30",2,5,1,"LB_AB","P.19",6,0.118,0.109625,0.008375
"31",2,5,1,"LB_AB","P.19",7,0.119,0.109625,0.009375
"32",2,5,1,"LB_AB","P.19",8,0.12,0.109625,0.010375
"33",2,5,1,"LB_AB","P.20",1,0.103,0.1035,-0.0005
"34",2,5,1,"LB_AB","P.20",2,0.105,0.1035,0.0015
"35",2,5,1,"LB_AB","P.20",3,0.105,0.1035,0.0015
"36",2,5,1,"LB_AB","P.20",4,0.105,0.1035,0.0015
"37",2,5,1,"LB_AB","P.20",5,0.107,0.1035,0.0035
"38",2,5,1,"LB_AB","P.20",6,0.109,0.1035,0.0055
"39",2,5,1,"LB_AB","P.20",7,0.11,0.1035,0.0065
"40",2,5,1,"LB_AB","P.20",8,0.113,0.1035,0.0095
"41",2,5,3,"LB_AB","P.16",1,0.094,0.095833333,-0.001833333
"42",2,5,3,"LB_AB","P.16",2,0.094,0.095833333,-0.001833333
"43",2,5,3,"LB_AB","P.16",3,0.094,0.095833333,-0.001833333
"44",2,5,3,"LB_AB","P.16",4,0.095,0.095833333,-0.000833333
"45",2,5,3,"LB_AB","P.16",5,0.095,0.095833333,-0.000833333
"46",2,5,3,"LB_AB","P.16",6,0.096,0.095833333,0.000166667
"47",2,5,3,"LB_AB","P.16",7,0.101,0.095833333,0.005166667
"48",2,5,3,"LB_AB","P.16",8,0.126,0.095833333,0.030166667
"49",2,5,3,"LB_AB","P.17",1,0.093,0.095428571,-0.002428571
"50",2,5,3,"LB_AB","P.17",2,0.094,0.095428571,-0.001428571
"51",2,5,3,"LB_AB","P.17",3,0.094,0.095428571,-0.001428571
"52",2,5,3,"LB_AB","P.17",4,0.095,0.095428571,-0.000428571
"53",2,5,3,"LB_AB","P.17",5,0.095,0.095428571,-0.000428571
"54",2,5,3,"LB_AB","P.17",6,0.096,0.095428571,0.000571429
"55",2,5,3,"LB_AB","P.17",7,0.097,0.095428571,0.001571429
"56",2,5,3,"LB_AB","P.17",8,0.102,0.095428571,0.006571429
"57",2,5,3,"LB_AB","P.18",1,0.093,0.095,-0.002
"58",2,5,3,"LB_AB","P.18",2,0.093,0.095,-0.002
"59",2,5,3,"LB_AB","P.18",3,0.093,0.095,-0.002
"60",2,5,3,"LB_AB","P.18",4,0.094,0.095,-0.001
"61",2,5,3,"LB_AB","P.18",5,0.094,0.095,-0.001
"62",2,5,3,"LB_AB","P.18",6,0.094,0.095,-0.001
"63",2,5,3,"LB_AB","P.18",7,0.098,0.095,0.003
"64",2,5,3,"LB_AB","P.18",8,0.105,0.095,0.01
"65",2,5,3,"LB_AB","P.19",1,0.094,0.095,-0.001
"66",2,5,3,"LB_AB","P.19",2,0.094,0.095,-0.001
"67",2,5,3,"LB_AB","P.19",3,0.094,0.095,-0.001
"68",2,5,3,"LB_AB","P.19",4,0.095,0.095,0
"69",2,5,3,"LB_AB","P.19",5,0.095,0.095,0
"70",2,5,3,"LB_AB","P.19",6,0.096,0.095,0.001
"71",2,5,3,"LB_AB","P.19",7,0.098,0.095,0.003
"72",2,5,3,"LB_AB","P.19",8,0.102,0.095,0.007
"73",2,5,3,"LB_AB","P.20",1,0.094,0.096125,-0.002125
"74",2,5,3,"LB_AB","P.20",2,0.094,0.096125,-0.002125
"75",2,5,3,"LB_AB","P.20",3,0.094,0.096125,-0.002125
"76",2,5,3,"LB_AB","P.20",4,0.094,0.096125,-0.002125
"77",2,5,3,"LB_AB","P.20",5,0.095,0.096125,-0.001125
"78",2,5,3,"LB_AB","P.20",6,0.096,0.096125,-0.000125
"79",2,5,3,"LB_AB","P.20",7,0.114,0.096125,0.017875
"80",2,5,3,"LB_AB","P.20",8,0.118,0.096125,0.021875
"81",2,5,5,"LB_AB","P.16",1,0.095,0.0955,-0.0005
"82",2,5,5,"LB_AB","P.16",2,0.095,0.0955,-0.0005
"83",2,5,5,"LB_AB","P.16",3,0.095,0.0955,-0.0005
"84",2,5,5,"LB_AB","P.16",4,0.095,0.0955,-0.0005
"85",2,5,5,"LB_AB","P.16",5,0.096,0.0955,0.0005
"86",2,5,5,"LB_AB","P.16",6,0.096,0.0955,0.0005
"87",2,5,5,"LB_AB","P.16",7,0.102,0.0955,0.0065
"88",2,5,5,"LB_AB","P.16",8,0.125,0.0955,0.0295
"89",2,5,5,"LB_AB","P.17",1,0.094,0.096142857,-0.002142857
"90",2,5,5,"LB_AB","P.17",2,0.094,0.096142857,-0.002142857
"91",2,5,5,"LB_AB","P.17",3,0.095,0.096142857,-0.001142857
"92",2,5,5,"LB_AB","P.17",4,0.095,0.096142857,-0.001142857
"93",2,5,5,"LB_AB","P.17",5,0.095,0.096142857,-0.001142857
"94",2,5,5,"LB_AB","P.17",6,0.096,0.096142857,-0.000142857
"95",2,5,5,"LB_AB","P.17",7,0.1,0.096142857,0.003857143
"96",2,5,5,"LB_AB","P.17",8,0.102,0.096142857,0.005857143
"97",2,5,5,"LB_AB","P.18",1,0.093,0.095125,-0.002125
"98",2,5,5,"LB_AB","P.18",2,0.093,0.095125,-0.002125
"99",2,5,5,"LB_AB","P.18",3,0.094,0.095125,-0.001125
"100",2,5,5,"LB_AB","P.18",4,0.094,0.095125,-0.001125
"101",2,5,5,"LB_AB","P.18",5,0.094,0.095125,-0.001125
"102",2,5,5,"LB_AB","P.18",6,0.094,0.095125,-0.001125
"103",2,5,5,"LB_AB","P.18",7,0.095,0.095125,-0.000125
"104",2,5,5,"LB_AB","P.18",8,0.106,0.095125,0.010875
"105",2,5,5,"LB_AB","P.19",1,0.094,0.095,-0.001
"106",2,5,5,"LB_AB","P.19",2,0.094,0.095,-0.001
"107",2,5,5,"LB_AB","P.19",3,0.095,0.095,0
"108",2,5,5,"LB_AB","P.19",4,0.095,0.095,0
"109",2,5,5,"LB_AB","P.19",5,0.096,0.095,0.001
"110",2,5,5,"LB_AB","P.19",6,0.097,0.095,0.002
"111",2,5,5,"LB_AB","P.19",7,0.1,0.095,0.005
"112",2,5,5,"LB_AB","P.19",8,0.104,0.095,0.009
"113",2,5,5,"LB_AB","P.20",1,0.095,0.095625,-0.000625
"114",2,5,5,"LB_AB","P.20",2,0.095,0.095625,-0.000625
"115",2,5,5,"LB_AB","P.20",3,0.096,0.095625,0.000375
"116",2,5,5,"LB_AB","P.20",4,0.096,0.095625,0.000375
"117",2,5,5,"LB_AB","P.20",5,0.099,0.095625,0.003375
"118",2,5,5,"LB_AB","P.20",6,0.101,0.095625,0.005375
"119",2,5,5,"LB_AB","P.20",7,0.112,0.095625,0.016375
"120",2,5,5,"LB_AB","P.20",8,0.118,0.095625,0.022375
"121",2,5,7,"LB_AB","P.16",1,0.094,0.095333333,-0.001333333
"122",2,5,7,"LB_AB","P.16",2,0.095,0.095333333,-0.000333333
"123",2,5,7,"LB_AB","P.16",3,0.096,0.095333333,0.000666667
"124",2,5,7,"LB_AB","P.16",4,0.097,0.095333333,0.001666667
"125",2,5,7,"LB_AB","P.16",5,0.097,0.095333333,0.001666667
"126",2,5,7,"LB_AB","P.16",6,0.1,0.095333333,0.004666667
"127",2,5,7,"LB_AB","P.16",7,0.106,0.095333333,0.010666667
"128",2,5,7,"LB_AB","P.16",8,0.126,0.095333333,0.030666667
"129",2,5,7,"LB_AB","P.17",1,0.094,0.095285714,-0.001285714
"130",2,5,7,"LB_AB","P.17",2,0.094,0.095285714,-0.001285714
"131",2,5,7,"LB_AB","P.17",3,0.095,0.095285714,-0.000285714
"132",2,5,7,"LB_AB","P.17",4,0.095,0.095285714,-0.000285714
"133",2,5,7,"LB_AB","P.17",5,0.095,0.095285714,-0.000285714
"134",2,5,7,"LB_AB","P.17",6,0.095,0.095285714,-0.000285714
"135",2,5,7,"LB_AB","P.17",7,0.101,0.095285714,0.005714286
"136",2,5,7,"LB_AB","P.17",8,0.106,0.095285714,0.010714286
"137",2,5,7,"LB_AB","P.18",1,0.093,0.094875,-0.001875
"138",2,5,7,"LB_AB","P.18",2,0.094,0.094875,-0.000875
"139",2,5,7,"LB_AB","P.18",3,0.094,0.094875,-0.000875
"140",2,5,7,"LB_AB","P.18",4,0.094,0.094875,-0.000875
"141",2,5,7,"LB_AB","P.18",5,0.094,0.094875,-0.000875
"142",2,5,7,"LB_AB","P.18",6,0.095,0.094875,0.000125
"143",2,5,7,"LB_AB","P.18",7,0.096,0.094875,0.001125
"144",2,5,7,"LB_AB","P.18",8,0.109,0.094875,0.014125
"145",2,5,7,"LB_AB","P.19",1,0.094,0.094875,-0.000875
"146",2,5,7,"LB_AB","P.19",2,0.094,0.094875,-0.000875
"147",2,5,7,"LB_AB","P.19",3,0.095,0.094875,0.000125
"148",2,5,7,"LB_AB","P.19",4,0.095,0.094875,0.000125
"149",2,5,7,"LB_AB","P.19",5,0.095,0.094875,0.000125
"150",2,5,7,"LB_AB","P.19",6,0.097,0.094875,0.002125
"151",2,5,7,"LB_AB","P.19",7,0.1,0.094875,0.005125
"152",2,5,7,"LB_AB","P.19",8,0.106,0.094875,0.011125
"153",2,5,7,"LB_AB","P.20",1,0.094,0.096,-0.002
"154",2,5,7,"LB_AB","P.20",2,0.095,0.096,-0.001
"155",2,5,7,"LB_AB","P.20",3,0.095,0.096,-0.001
"156",2,5,7,"LB_AB","P.20",4,0.096,0.096,0
"157",2,5,7,"LB_AB","P.20",5,0.097,0.096,0.001
"158",2,5,7,"LB_AB","P.20",6,0.097,0.096,0.001
"159",2,5,7,"LB_AB","P.20",7,0.11,0.096,0.014
"160",2,5,7,"LB_AB","P.20",8,0.118,0.096,0.022
"161",2,5,9,"LB_AB","P.16",1,0.096,0.095833333,0.000166667
"162",2,5,9,"LB_AB","P.16",2,0.097,0.095833333,0.001166667
"163",2,5,9,"LB_AB","P.16",3,0.097,0.095833333,0.001166667
"164",2,5,9,"LB_AB","P.16",4,0.097,0.095833333,0.001166667
"165",2,5,9,"LB_AB","P.16",5,0.098,0.095833333,0.002166667
"166",2,5,9,"LB_AB","P.16",6,0.1,0.095833333,0.004166667
"167",2,5,9,"LB_AB","P.16",7,0.107,0.095833333,0.011166667
"168",2,5,9,"LB_AB","P.16",8,0.125,0.095833333,0.029166667
"169",2,5,9,"LB_AB","P.17",1,0.095,0.096,-0.001
"170",2,5,9,"LB_AB","P.17",2,0.096,0.096,0
"171",2,5,9,"LB_AB","P.17",3,0.096,0.096,0
"172",2,5,9,"LB_AB","P.17",4,0.096,0.096,0
"173",2,5,9,"LB_AB","P.17",5,0.097,0.096,0.001
"174",2,5,9,"LB_AB","P.17",6,0.097,0.096,0.001
"175",2,5,9,"LB_AB","P.17",7,0.104,0.096,0.008
"176",2,5,9,"LB_AB","P.17",8,0.108,0.096,0.012
"177",2,5,9,"LB_AB","P.18",1,0.095,0.09525,-0.00025
"178",2,5,9,"LB_AB","P.18",2,0.095,0.09525,-0.00025
"179",2,5,9,"LB_AB","P.18",3,0.096,0.09525,0.00075
"180",2,5,9,"LB_AB","P.18",4,0.096,0.09525,0.00075
"181",2,5,9,"LB_AB","P.18",5,0.096,0.09525,0.00075
"182",2,5,9,"LB_AB","P.18",6,0.097,0.09525,0.00175
"183",2,5,9,"LB_AB","P.18",7,0.098,0.09525,0.00275
"184",2,5,9,"LB_AB","P.18",8,0.112,0.09525,0.01675
"185",2,5,9,"LB_AB","P.19",1,0.095,0.09575,-0.00075
"186",2,5,9,"LB_AB","P.19",2,0.095,0.09575,-0.00075
"187",2,5,9,"LB_AB","P.19",3,0.096,0.09575,0.00025
"188",2,5,9,"LB_AB","P.19",4,0.096,0.09575,0.00025
"189",2,5,9,"LB_AB","P.19",5,0.097,0.09575,0.00125
"190",2,5,9,"LB_AB","P.19",6,0.098,0.09575,0.00225
"191",2,5,9,"LB_AB","P.19",7,0.102,0.09575,0.00625
"192",2,5,9,"LB_AB","P.19",8,0.107,0.09575,0.01125
"193",2,5,9,"LB_AB","P.20",1,0.096,0.095125,0.000875
"194",2,5,9,"LB_AB","P.20",2,0.096,0.095125,0.000875
"195",2,5,9,"LB_AB","P.20",3,0.097,0.095125,0.001875
"196",2,5,9,"LB_AB","P.20",4,0.097,0.095125,0.001875
"197",2,5,9,"LB_AB","P.20",5,0.097,0.095125,0.001875
"198",2,5,9,"LB_AB","P.20",6,0.098,0.095125,0.002875
"199",2,5,9,"LB_AB","P.20",7,0.112,0.095125,0.016875
"200",2,5,9,"LB_AB","P.20",8,0.121,0.095125,0.025875
"201",2,5,11,"LB_AB","P.16",1,0.102,0.097333333,0.004666667
"202",2,5,11,"LB_AB","P.16",2,0.102,0.097333333,0.004666667
"203",2,5,11,"LB_AB","P.16",3,0.103,0.097333333,0.005666667
"204",2,5,11,"LB_AB","P.16",4,0.103,0.097333333,0.005666667
"205",2,5,11,"LB_AB","P.16",5,0.103,0.097333333,0.005666667
"206",2,5,11,"LB_AB","P.16",6,0.105,0.097333333,0.007666667
"207",2,5,11,"LB_AB","P.16",7,0.112,0.097333333,0.014666667
"208",2,5,11,"LB_AB","P.16",8,0.132,0.097333333,0.034666667
"209",2,5,11,"LB_AB","P.17",1,0.102,0.1,0.002
"210",2,5,11,"LB_AB","P.17",2,0.104,0.1,0.004
"211",2,5,11,"LB_AB","P.17",3,0.109,0.1,0.009
"212",2,5,11,"LB_AB","P.17",4,0.114,0.1,0.014
"213",2,5,11,"LB_AB","P.17",5,0.119,0.1,0.019
"214",2,5,11,"LB_AB","P.17",6,0.135,0.1,0.035
"215",2,5,11,"LB_AB","P.17",7,0.177,0.1,0.077
"216",2,5,11,"LB_AB","P.17",8,0.184,0.1,0.084
"217",2,5,11,"LB_AB","P.18",1,0.098,0.0955,0.0025
"218",2,5,11,"LB_AB","P.18",2,0.1,0.0955,0.0045
"219",2,5,11,"LB_AB","P.18",3,0.104,0.0955,0.0085
"220",2,5,11,"LB_AB","P.18",4,0.113,0.0955,0.0175
"221",2,5,11,"LB_AB","P.18",5,0.116,0.0955,0.0205
"222",2,5,11,"LB_AB","P.18",6,0.119,0.0955,0.0235
"223",2,5,11,"LB_AB","P.18",7,0.123,0.0955,0.0275
"224",2,5,11,"LB_AB","P.18",8,0.131,0.0955,0.0355
"225",2,5,11,"LB_AB","P.19",1,0.099,0.096,0.003
"226",2,5,11,"LB_AB","P.19",2,0.1,0.096,0.004
"227",2,5,11,"LB_AB","P.19",3,0.102,0.096,0.006
"228",2,5,11,"LB_AB","P.19",4,0.102,0.096,0.006
"229",2,5,11,"LB_AB","P.19",5,0.103,0.096,0.007
"230",2,5,11,"LB_AB","P.19",6,0.104,0.096,0.008
"231",2,5,11,"LB_AB","P.19",7,0.109,0.096,0.013
"232",2,5,11,"LB_AB","P.19",8,0.116,0.096,0.02
"233",2,5,11,"LB_AB","P.20",1,0.11,0.09675,0.01325
"234",2,5,11,"LB_AB","P.20",2,0.114,0.09675,0.01725
"235",2,5,11,"LB_AB","P.20",3,0.119,0.09675,0.02225
"236",2,5,11,"LB_AB","P.20",4,0.131,0.09675,0.03425
"237",2,5,11,"LB_AB","P.20",5,0.154,0.09675,0.05725
"238",2,5,11,"LB_AB","P.20",6,0.161,0.09675,0.06425
"239",2,5,11,"LB_AB","P.20",7,0.164,0.09675,0.06725
"240",2,5,11,"LB_AB","P.20",8,0.166,0.09675,0.06925
"241",2,5,13,"LB_AB","P.16",1,0.11,0.096,0.014
"242",2,5,13,"LB_AB","P.16",2,0.11,0.096,0.014
"243",2,5,13,"LB_AB","P.16",3,0.111,0.096,0.015
"244",2,5,13,"LB_AB","P.16",4,0.112,0.096,0.016
"245",2,5,13,"LB_AB","P.16",5,0.112,0.096,0.016
"246",2,5,13,"LB_AB","P.16",6,0.113,0.096,0.017
"247",2,5,13,"LB_AB","P.16",7,0.12,0.096,0.024
"248",2,5,13,"LB_AB","P.16",8,0.141,0.096,0.045
"249",2,5,13,"LB_AB","P.17",1,0.108,0.096571429,0.011428571
"250",2,5,13,"LB_AB","P.17",2,0.11,0.096571429,0.013428571
"251",2,5,13,"LB_AB","P.17",3,0.11,0.096571429,0.013428571
"252",2,5,13,"LB_AB","P.17",4,0.111,0.096571429,0.014428571
"253",2,5,13,"LB_AB","P.17",5,0.115,0.096571429,0.018428571
"254",2,5,13,"LB_AB","P.17",6,0.117,0.096571429,0.020428571
"255",2,5,13,"LB_AB","P.17",7,0.118,0.096571429,0.021428571
"256",2,5,13,"LB_AB","P.17",8,0.121,0.096571429,0.024428571
"257",2,5,13,"LB_AB","P.18",1,0.104,0.09525,0.00875
"258",2,5,13,"LB_AB","P.18",2,0.107,0.09525,0.01175
"259",2,5,13,"LB_AB","P.18",3,0.107,0.09525,0.01175
"260",2,5,13,"LB_AB","P.18",4,0.108,0.09525,0.01275
"261",2,5,13,"LB_AB","P.18",5,0.108,0.09525,0.01275
"262",2,5,13,"LB_AB","P.18",6,0.108,0.09525,0.01275
"263",2,5,13,"LB_AB","P.18",7,0.12,0.09525,0.02475
"264",2,5,13,"LB_AB","P.18",8,0.12,0.09525,0.02475
"265",2,5,13,"LB_AB","P.19",1,0.104,0.096625,0.007375
"266",2,5,13,"LB_AB","P.19",2,0.105,0.096625,0.008375
"267",2,5,13,"LB_AB","P.19",3,0.108,0.096625,0.011375
"268",2,5,13,"LB_AB","P.19",4,0.109,0.096625,0.012375
"269",2,5,13,"LB_AB","P.19",5,0.11,0.096625,0.013375
"270",2,5,13,"LB_AB","P.19",6,0.11,0.096625,0.013375
"271",2,5,13,"LB_AB","P.19",7,0.112,0.096625,0.015375
"272",2,5,13,"LB_AB","P.19",8,0.12,0.096625,0.023375
"273",2,5,13,"LB_AB","P.20",1,0.109,0.095625,0.013375
"274",2,5,13,"LB_AB","P.20",2,0.11,0.095625,0.014375
"275",2,5,13,"LB_AB","P.20",3,0.11,0.095625,0.014375
"276",2,5,13,"LB_AB","P.20",4,0.112,0.095625,0.016375
"277",2,5,13,"LB_AB","P.20",5,0.116,0.095625,0.020375
"278",2,5,13,"LB_AB","P.20",6,0.123,0.095625,0.027375
"279",2,5,13,"LB_AB","P.20",7,0.123,0.095625,0.027375
"280",2,5,13,"LB_AB","P.20",8,0.129,0.095625,0.033375
"281",2,5,15,"LB_AB","P.16",1,0.123,0.0955,0.0275
"282",2,5,15,"LB_AB","P.16",2,0.125,0.0955,0.0295
"283",2,5,15,"LB_AB","P.16",3,0.126,0.0955,0.0305
"284",2,5,15,"LB_AB","P.16",4,0.13,0.0955,0.0345
"285",2,5,15,"LB_AB","P.16",5,0.13,0.0955,0.0345
"286",2,5,15,"LB_AB","P.16",6,0.133,0.0955,0.0375
"287",2,5,15,"LB_AB","P.16",7,0.134,0.0955,0.0385
"288",2,5,15,"LB_AB","P.16",8,0.154,0.0955,0.0585
"289",2,5,15,"LB_AB","P.17",1,0.121,0.096,0.025
"290",2,5,15,"LB_AB","P.17",2,0.124,0.096,0.028
"291",2,5,15,"LB_AB","P.17",3,0.125,0.096,0.029
"292",2,5,15,"LB_AB","P.17",4,0.126,0.096,0.03
"293",2,5,15,"LB_AB","P.17",5,0.133,0.096,0.037
"294",2,5,15,"LB_AB","P.17",6,0.134,0.096,0.038
"295",2,5,15,"LB_AB","P.17",7,0.134,0.096,0.038
"296",2,5,15,"LB_AB","P.17",8,0.139,0.096,0.043
"297",2,5,15,"LB_AB","P.18",1,0.115,0.09475,0.02025
"298",2,5,15,"LB_AB","P.18",2,0.12,0.09475,0.02525
"299",2,5,15,"LB_AB","P.18",3,0.121,0.09475,0.02625
"300",2,5,15,"LB_AB","P.18",4,0.121,0.09475,0.02625
"301",2,5,15,"LB_AB","P.18",5,0.122,0.09475,0.02725
"302",2,5,15,"LB_AB","P.18",6,0.122,0.09475,0.02725
"303",2,5,15,"LB_AB","P.18",7,0.132,0.09475,0.03725
"304",2,5,15,"LB_AB","P.18",8,0.141,0.09475,0.04625
"305",2,5,15,"LB_AB","P.19",1,0.118,0.096,0.022
"306",2,5,15,"LB_AB","P.19",2,0.118,0.096,0.022
"307",2,5,15,"LB_AB","P.19",3,0.121,0.096,0.025
"308",2,5,15,"LB_AB","P.19",4,0.121,0.096,0.025
"309",2,5,15,"LB_AB","P.19",5,0.122,0.096,0.026
"310",2,5,15,"LB_AB","P.19",6,0.122,0.096,0.026
"311",2,5,15,"LB_AB","P.19",7,0.128,0.096,0.032
"312",2,5,15,"LB_AB","P.19",8,0.133,0.096,0.037
"313",2,5,15,"LB_AB","P.20",1,0.122,0.0955,0.0265
"314",2,5,15,"LB_AB","P.20",2,0.124,0.0955,0.0285
"315",2,5,15,"LB_AB","P.20",3,0.126,0.0955,0.0305
"316",2,5,15,"LB_AB","P.20",4,0.128,0.0955,0.0325
"317",2,5,15,"LB_AB","P.20",5,0.135,0.0955,0.0395
"318",2,5,15,"LB_AB","P.20",6,0.14,0.0955,0.0445
"319",2,5,15,"LB_AB","P.20",7,0.146,0.0955,0.0505
"320",2,5,15,"LB_AB","P.20",8,0.156,0.0955,0.0605
"321",2,5,17,"LB_AB","P.16",1,0.136,0.095666667,0.040333333
"322",2,5,17,"LB_AB","P.16",2,0.139,0.095666667,0.043333333
"323",2,5,17,"LB_AB","P.16",3,0.14,0.095666667,0.044333333
"324",2,5,17,"LB_AB","P.16",4,0.143,0.095666667,0.047333333
"325",2,5,17,"LB_AB","P.16",5,0.147,0.095666667,0.051333333
"326",2,5,17,"LB_AB","P.16",6,0.15,0.095666667,0.054333333
"327",2,5,17,"LB_AB","P.16",7,0.151,0.095666667,0.055333333
"328",2,5,17,"LB_AB","P.16",8,0.17,0.095666667,0.074333333
"329",2,5,17,"LB_AB","P.17",1,0.136,0.095571429,0.040428571
"330",2,5,17,"LB_AB","P.17",2,0.138,0.095571429,0.042428571
"331",2,5,17,"LB_AB","P.17",3,0.139,0.095571429,0.043428571
"332",2,5,17,"LB_AB","P.17",4,0.142,0.095571429,0.046428571
"333",2,5,17,"LB_AB","P.17",5,0.149,0.095571429,0.053428571
"334",2,5,17,"LB_AB","P.17",6,0.15,0.095571429,0.054428571
"335",2,5,17,"LB_AB","P.17",7,0.154,0.095571429,0.058428571
"336",2,5,17,"LB_AB","P.17",8,0.155,0.095571429,0.059428571
"337",2,5,17,"LB_AB","P.18",1,0.126,0.094875,0.031125
"338",2,5,17,"LB_AB","P.18",2,0.133,0.094875,0.038125
"339",2,5,17,"LB_AB","P.18",3,0.133,0.094875,0.038125
"340",2,5,17,"LB_AB","P.18",4,0.134,0.094875,0.039125
"341",2,5,17,"LB_AB","P.18",5,0.137,0.094875,0.042125
"342",2,5,17,"LB_AB","P.18",6,0.137,0.094875,0.042125
"343",2,5,17,"LB_AB","P.18",7,0.144,0.094875,0.049125
"344",2,5,17,"LB_AB","P.18",8,0.156,0.094875,0.061125
"345",2,5,17,"LB_AB","P.19",1,0.13,0.09625,0.03375
"346",2,5,17,"LB_AB","P.19",2,0.13,0.09625,0.03375
"347",2,5,17,"LB_AB","P.19",3,0.133,0.09625,0.03675
"348",2,5,17,"LB_AB","P.19",4,0.134,0.09625,0.03775
"349",2,5,17,"LB_AB","P.19",5,0.135,0.09625,0.03875
"350",2,5,17,"LB_AB","P.19",6,0.137,0.09625,0.04075
"351",2,5,17,"LB_AB","P.19",7,0.142,0.09625,0.04575
"352",2,5,17,"LB_AB","P.19",8,0.147,0.09625,0.05075
"353",2,5,17,"LB_AB","P.20",1,0.136,0.0945,0.0415
"354",2,5,17,"LB_AB","P.20",2,0.138,0.0945,0.0435
"355",2,5,17,"LB_AB","P.20",3,0.142,0.0945,0.0475
"356",2,5,17,"LB_AB","P.20",4,0.142,0.0945,0.0475
"357",2,5,17,"LB_AB","P.20",5,0.148,0.0945,0.0535
"358",2,5,17,"LB_AB","P.20",6,0.151,0.0945,0.0565
"359",2,5,17,"LB_AB","P.20",7,0.156,0.0945,0.0615
"360",2,5,17,"LB_AB","P.20",8,0.183,0.0945,0.0885
"361",2,5,19,"LB_AB","P.16",1,0.147,0.095166667,0.051833333
"362",2,5,19,"LB_AB","P.16",2,0.147,0.095166667,0.051833333
"363",2,5,19,"LB_AB","P.16",3,0.151,0.095166667,0.055833333
"364",2,5,19,"LB_AB","P.16",4,0.152,0.095166667,0.056833333
"365",2,5,19,"LB_AB","P.16",5,0.155,0.095166667,0.059833333
"366",2,5,19,"LB_AB","P.16",6,0.159,0.095166667,0.063833333
"367",2,5,19,"LB_AB","P.16",7,0.162,0.095166667,0.066833333
"368",2,5,19,"LB_AB","P.16",8,0.178,0.095166667,0.082833333
"369",2,5,19,"LB_AB","P.17",1,0.144,0.096142857,0.047857143
"370",2,5,19,"LB_AB","P.17",2,0.147,0.096142857,0.050857143
"371",2,5,19,"LB_AB","P.17",3,0.15,0.096142857,0.053857143
"372",2,5,19,"LB_AB","P.17",4,0.15,0.096142857,0.053857143
"373",2,5,19,"LB_AB","P.17",5,0.159,0.096142857,0.062857143
"374",2,5,19,"LB_AB","P.17",6,0.16,0.096142857,0.063857143
"375",2,5,19,"LB_AB","P.17",7,0.161,0.096142857,0.064857143
"376",2,5,19,"LB_AB","P.17",8,0.165,0.096142857,0.068857143
"377",2,5,19,"LB_AB","P.18",1,0.135,0.094875,0.040125
"378",2,5,19,"LB_AB","P.18",2,0.141,0.094875,0.046125
"379",2,5,19,"LB_AB","P.18",3,0.143,0.094875,0.048125
"380",2,5,19,"LB_AB","P.18",4,0.143,0.094875,0.048125
"381",2,5,19,"LB_AB","P.18",5,0.146,0.094875,0.051125
"382",2,5,19,"LB_AB","P.18",6,0.146,0.094875,0.051125
"383",2,5,19,"LB_AB","P.18",7,0.153,0.094875,0.058125
"384",2,5,19,"LB_AB","P.18",8,0.169,0.094875,0.074125
"385",2,5,19,"LB_AB","P.19",1,0.139,0.096875,0.042125
