"","EXP","TEMP","DAY","ISOLATE","PLATE","WELL","OD","NC_AVG","OD_SUB"
"836",2,5,41,"LB_AB","P.20",4,0.349,0.095375,0.253625
"837",2,5,41,"LB_AB","P.20",5,0.35,0.095375,0.254625
"838",2,5,41,"LB_AB","P.20",6,0.424,0.095375,0.328625
"839",2,5,41,"LB_AB","P.20",7,0.433,0.095375,0.337625
"840",2,5,41,"LB_AB","P.20",8,0.473,0.095375,0.377625
"841",2,5,43,"LB_AB","P.16",1,0.358,0.113,0.245
"842",2,5,43,"LB_AB","P.16",2,0.369,0.113,0.256
"843",2,5,43,"LB_AB","P.16",3,0.37,0.113,0.257
"844",2,5,43,"LB_AB","P.16",4,0.383,0.113,0.27
"845",2,5,43,"LB_AB","P.16",5,0.403,0.113,0.29
"846",2,5,43,"LB_AB","P.16",6,0.421,0.113,0.308
"847",2,5,43,"LB_AB","P.16",7,0.454,0.113,0.341
"848",2,5,43,"LB_AB","P.16",8,0.487,0.113,0.374
"849",2,5,43,"LB_AB","P.17",1,0.302,0.122428571,0.179571429
"850",2,5,43,"LB_AB","P.17",2,0.335,0.122428571,0.212571429
"851",2,5,43,"LB_AB","P.17",3,0.344,0.122428571,0.221571429
"852",2,5,43,"LB_AB","P.17",4,0.346,0.122428571,0.223571429
"853",2,5,43,"LB_AB","P.17",5,0.356,0.122428571,0.233571429
"854",2,5,43,"LB_AB","P.17",6,0.362,0.122428571,0.239571429
"855",2,5,43,"LB_AB","P.17",7,0.401,0.122428571,0.278571429
"856",2,5,43,"LB_AB","P.17",8,0.41,0.122428571,0.287571429
"857",2,5,43,"LB_AB","P.18",1,0.314,0.096125,0.217875
"858",2,5,43,"LB_AB","P.18",2,0.315,0.096125,0.218875
"859",2,5,43,"LB_AB","P.18",3,0.335,0.096125,0.238875
"860",2,5,43,"LB_AB","P.18",4,0.345,0.096125,0.248875
"861",2,5,43,"LB_AB","P.18",5,0.351,0.096125,0.254875
"862",2,5,43,"LB_AB","P.18",6,0.36,0.096125,0.263875
"863",2,5,43,"LB_AB","P.18",7,0.452,0.096125,0.355875
"864",2,5,43,"LB_AB","P.18",8,0.465,0.096125,0.368875
"865",2,5,43,"LB_AB","P.19",1,0.299,0.09525,0.20375
"866",2,5,43,"LB_AB","P.19",2,0.301,0.09525,0.20575
"867",2,5,43,"LB_AB","P.19",3,0.321,0.09525,0.22575
"868",2,5,43,"LB_AB","P.19",4,0.323,0.09525,0.22775
"869",2,5,43,"LB_AB","P.19",5,0.329,0.09525,0.23375
"870",2,5,43,"LB_AB","P.19",6,0.346,0.09525,0.25075
"871",2,5,43,"LB_AB","P.19",7,0.354,0.09525,0.25875
"872",2,5,43,"LB_AB","P.19",8,0.362,0.09525,0.26675
"873",2,5,43,"LB_AB","P.20",1,0.277,0.094625,0.182375
"874",2,5,43,"LB_AB","P.20",2,0.318,0.094625,0.223375
"875",2,5,43,"LB_AB","P.20",3,0.337,0.094625,0.242375
"876",2,5,43,"LB_AB","P.20",4,0.36,0.094625,0.265375
"877",2,5,43,"LB_AB","P.20",5,0.408,0.094625,0.313375
"878",2,5,43,"LB_AB","P.20",6,0.422,0.094625,0.327375
"879",2,5,43,"LB_AB","P.20",7,0.437,0.094625,0.342375
"880",2,5,43,"LB_AB","P.20",8,0.491,0.094625,0.396375
"881",2,5,45,"LB_AB","P.16",1,0.325,0.093833333,0.231166667
"882",2,5,45,"LB_AB","P.16",2,0.337,0.093833333,0.243166667
"883",2,5,45,"LB_AB","P.16",3,0.359,0.093833333,0.265166667
"884",2,5,45,"LB_AB","P.16",4,0.375,0.093833333,0.281166667
"885",2,5,45,"LB_AB","P.16",5,0.379,0.093833333,0.285166667
"886",2,5,45,"LB_AB","P.16",6,0.382,0.093833333,0.288166667
"887",2,5,45,"LB_AB","P.16",7,0.399,0.093833333,0.305166667
"888",2,5,45,"LB_AB","P.16",8,0.402,0.093833333,0.308166667
"889",2,5,45,"LB_AB","P.17",1,0.37,0.132571429,0.237428571
"890",2,5,45,"LB_AB","P.17",2,0.38,0.132571429,0.247428571
"891",2,5,45,"LB_AB","P.17",3,0.38,0.132571429,0.247428571
"892",2,5,45,"LB_AB","P.17",4,0.387,0.132571429,0.254428571
"893",2,5,45,"LB_AB","P.17",5,0.415,0.132571429,0.282428571
"894",2,5,45,"LB_AB","P.17",6,0.415,0.132571429,0.282428571
"895",2,5,45,"LB_AB","P.17",7,0.416,0.132571429,0.283428571
"896",2,5,45,"LB_AB","P.17",8,0.429,0.132571429,0.296428571
"897",2,5,45,"LB_AB","P.18",1,0.3,0.095375,0.204625
"898",2,5,45,"LB_AB","P.18",2,0.33,0.095375,0.234625
"899",2,5,45,"LB_AB","P.18",3,0.338,0.095375,0.242625
"900",2,5,45,"LB_AB","P.18",4,0.344,0.095375,0.248625
"901",2,5,45,"LB_AB","P.18",5,0.349,0.095375,0.253625
"902",2,5,45,"LB_AB","P.18",6,0.364,0.095375,0.268625
"903",2,5,45,"LB_AB","P.18",7,0.382,0.095375,0.286625
"904",2,5,45,"LB_AB","P.18",8,0.459,0.095375,0.363625
"905",2,5,45,"LB_AB","P.19",1,0.297,0.094375,0.202625
"906",2,5,45,"LB_AB","P.19",2,0.311,0.094375,0.216625
"907",2,5,45,"LB_AB","P.19",3,0.316,0.094375,0.221625
"908",2,5,45,"LB_AB","P.19",4,0.32,0.094375,0.225625
"909",2,5,45,"LB_AB","P.19",5,0.334,0.094375,0.239625
"910",2,5,45,"LB_AB","P.19",6,0.35,0.094375,0.255625
"911",2,5,45,"LB_AB","P.19",7,0.356,0.094375,0.261625
"912",2,5,45,"LB_AB","P.19",8,0.357,0.094375,0.262625
"913",2,5,45,"LB_AB","P.20",1,0.29,0.093375,0.196625
"914",2,5,45,"LB_AB","P.20",2,0.32,0.093375,0.226625
"915",2,5,45,"LB_AB","P.20",3,0.331,0.093375,0.237625
"916",2,5,45,"LB_AB","P.20",4,0.336,0.093375,0.242625
"917",2,5,45,"LB_AB","P.20",5,0.413,0.093375,0.319625
"918",2,5,45,"LB_AB","P.20",6,0.422,0.093375,0.328625
"919",2,5,45,"LB_AB","P.20",7,0.428,0.093375,0.334625
"920",2,5,45,"LB_AB","P.20",8,0.492,0.093375,0.398625
"921",2,5,47,"LB_AB","P.16",1,0.357,0.120833333,0.236166667
"922",2,5,47,"LB_AB","P.16",2,0.36,0.120833333,0.239166667
"923",2,5,47,"LB_AB","P.16",3,0.377,0.120833333,0.256166667
"924",2,5,47,"LB_AB","P.16",4,0.395,0.120833333,0.274166667
"925",2,5,47,"LB_AB","P.16",5,0.397,0.120833333,0.276166667
"926",2,5,47,"LB_AB","P.16",6,0.414,0.120833333,0.293166667
"927",2,5,47,"LB_AB","P.16",7,0.434,0.120833333,0.313166667
"928",2,5,47,"LB_AB","P.16",8,0.444,0.120833333,0.323166667
"929",2,5,47,"LB_AB","P.17",1,0.272,0.095857143,0.176142857
"930",2,5,47,"LB_AB","P.17",2,0.321,0.095857143,0.225142857
"931",2,5,47,"LB_AB","P.17",3,0.332,0.095857143,0.236142857
"932",2,5,47,"LB_AB","P.17",4,0.343,0.095857143,0.247142857
"933",2,5,47,"LB_AB","P.17",5,0.346,0.095857143,0.250142857
"934",2,5,47,"LB_AB","P.17",6,0.371,0.095857143,0.275142857
"935",2,5,47,"LB_AB","P.17",7,0.381,0.095857143,0.285142857
"936",2,5,47,"LB_AB","P.17",8,0.393,0.095857143,0.297142857
"937",2,5,47,"LB_AB","P.18",1,0.368,0.095875,0.272125
"938",2,5,47,"LB_AB","P.18",2,0.372,0.095875,0.276125
"939",2,5,47,"LB_AB","P.18",3,0.385,0.095875,0.289125
"940",2,5,47,"LB_AB","P.18",4,0.387,0.095875,0.291125
"941",2,5,47,"LB_AB","P.18",5,0.397,0.095875,0.301125
"942",2,5,47,"LB_AB","P.18",6,0.442,0.095875,0.346125
"943",2,5,47,"LB_AB","P.18",7,0.443,0.095875,0.347125
"944",2,5,47,"LB_AB","P.18",8,0.526,0.095875,0.430125
"945",2,5,47,"LB_AB","P.19",1,0.279,0.094,0.185
"946",2,5,47,"LB_AB","P.19",2,0.308,0.094,0.214
"947",2,5,47,"LB_AB","P.19",3,0.311,0.094,0.217
"948",2,5,47,"LB_AB","P.19",4,0.312,0.094,0.218
"949",2,5,47,"LB_AB","P.19",5,0.314,0.094,0.22
"950",2,5,47,"LB_AB","P.19",6,0.351,0.094,0.257
"951",2,5,47,"LB_AB","P.19",7,0.361,0.094,0.267
"952",2,5,47,"LB_AB","P.19",8,0.517,0.094,0.423
"953",2,5,47,"LB_AB","P.20",1,0.292,0.0935,0.1985
"954",2,5,47,"LB_AB","P.20",2,0.303,0.0935,0.2095
"955",2,5,47,"LB_AB","P.20",3,0.337,0.0935,0.2435
"956",2,5,47,"LB_AB","P.20",4,0.344,0.0935,0.2505
"957",2,5,47,"LB_AB","P.20",5,0.395,0.0935,0.3015
"958",2,5,47,"LB_AB","P.20",6,0.405,0.0935,0.3115
"959",2,5,47,"LB_AB","P.20",7,0.418,0.0935,0.3245
"960",2,5,47,"LB_AB","P.20",8,0.496,0.0935,0.4025
"961",2,5,49,"LB_AB","P.16",1,0.328,0.0932,0.2348
"962",2,5,49,"LB_AB","P.16",2,0.33,0.0932,0.2368
"963",2,5,49,"LB_AB","P.16",3,0.342,0.0932,0.2488
"964",2,5,49,"LB_AB","P.16",4,0.347,0.0932,0.2538
"965",2,5,49,"LB_AB","P.16",5,0.352,0.0932,0.2588
"966",2,5,49,"LB_AB","P.16",6,0.377,0.0932,0.2838
"967",2,5,49,"LB_AB","P.16",7,0.396,0.0932,0.3028
"968",2,5,49,"LB_AB","P.16",8,0.405,0.0932,0.3118
"969",2,5,49,"LB_AB","P.17",1,0.299,0.096,0.203
"970",2,5,49,"LB_AB","P.17",2,0.316,0.096,0.22
"971",2,5,49,"LB_AB","P.17",3,0.325,0.096,0.229
"972",2,5,49,"LB_AB","P.17",4,0.332,0.096,0.236
"973",2,5,49,"LB_AB","P.17",5,0.364,0.096,0.268
"974",2,5,49,"LB_AB","P.17",6,0.371,0.096,0.275
"975",2,5,49,"LB_AB","P.17",7,0.371,0.096,0.275
"976",2,5,49,"LB_AB","P.17",8,0.386,0.096,0.29
"977",2,5,49,"LB_AB","P.18",1,0.292,0.09575,0.19625
"978",2,5,49,"LB_AB","P.18",2,0.294,0.09575,0.19825
"979",2,5,49,"LB_AB","P.18",3,0.308,0.09575,0.21225
"980",2,5,49,"LB_AB","P.18",4,0.312,0.09575,0.21625
"981",2,5,49,"LB_AB","P.18",5,0.332,0.09575,0.23625
"982",2,5,49,"LB_AB","P.18",6,0.356,0.09575,0.26025
"983",2,5,49,"LB_AB","P.18",7,0.376,0.09575,0.28025
"984",2,5,49,"LB_AB","P.18",8,0.468,0.09575,0.37225
"985",2,5,49,"LB_AB","P.19",1,0.285,0.09325,0.19175
"986",2,5,49,"LB_AB","P.19",2,0.296,0.09325,0.20275
"987",2,5,49,"LB_AB","P.19",3,0.306,0.09325,0.21275
"988",2,5,49,"LB_AB","P.19",4,0.307,0.09325,0.21375
"989",2,5,49,"LB_AB","P.19",5,0.347,0.09325,0.25375
"990",2,5,49,"LB_AB","P.19",6,0.35,0.09325,0.25675
"991",2,5,49,"LB_AB","P.19",7,0.353,0.09325,0.25975
"992",2,5,49,"LB_AB","P.19",8,0.475,0.09325,0.38175
"993",2,5,49,"LB_AB","P.20",1,0.285,0.0935,0.1915
"994",2,5,49,"LB_AB","P.20",2,0.294,0.0935,0.2005
"995",2,5,49,"LB_AB","P.20",3,0.335,0.0935,0.2415
"996",2,5,49,"LB_AB","P.20",4,0.359,0.0935,0.2655
"997",2,5,49,"LB_AB","P.20",5,0.425,0.0935,0.3315
"998",2,5,49,"LB_AB","P.20",6,0.433,0.0935,0.3395
"999",2,5,49,"LB_AB","P.20",7,0.439,0.0935,0.3455
"1000",2,5,49,"LB_AB","P.20",8,0.488,0.0935,0.3945
"1001",2,5,51,"LB_AB","P.16",1,0.322,0.0936,0.2284
"1002",2,5,51,"LB_AB","P.16",2,0.334,0.0936,0.2404
"1003",2,5,51,"LB_AB","P.16",3,0.343,0.0936,0.2494
"1004",2,5,51,"LB_AB","P.16",4,0.35,0.0936,0.2564
"1005",2,5,51,"LB_AB","P.16",5,0.366,0.0936,0.2724
"1006",2,5,51,"LB_AB","P.16",6,0.39,0.0936,0.2964
"1007",2,5,51,"LB_AB","P.16",7,0.425,0.0936,0.3314
"1008",2,5,51,"LB_AB","P.16",8,0.455,0.0936,0.3614
"1009",2,5,51,"LB_AB","P.17",1,0.258,0.096142857,0.161857143
"1010",2,5,51,"LB_AB","P.17",2,0.29,0.096142857,0.193857143
"1011",2,5,51,"LB_AB","P.17",3,0.318,0.096142857,0.221857143
"1012",2,5,51,"LB_AB","P.17",4,0.319,0.096142857,0.222857143
"1013",2,5,51,"LB_AB","P.17",5,0.322,0.096142857,0.225857143
"1014",2,5,51,"LB_AB","P.17",6,0.358,0.096142857,0.261857143
"1015",2,5,51,"LB_AB","P.17",7,0.368,0.096142857,0.271857143
"1016",2,5,51,"LB_AB","P.17",8,0.383,0.096142857,0.286857143
"1017",2,5,51,"LB_AB","P.18",1,0.288,0.095625,0.192375
"1018",2,5,51,"LB_AB","P.18",2,0.297,0.095625,0.201375
"1019",2,5,51,"LB_AB","P.18",3,0.302,0.095625,0.206375
"1020",2,5,51,"LB_AB","P.18",4,0.314,0.095625,0.218375
"1021",2,5,51,"LB_AB","P.18",5,0.324,0.095625,0.228375
"1022",2,5,51,"LB_AB","P.18",6,0.329,0.095625,0.233375
"1023",2,5,51,"LB_AB","P.18",7,0.4,0.095625,0.304375
"1024",2,5,51,"LB_AB","P.18",8,0.468,0.095625,0.372375
"1025",2,5,51,"LB_AB","P.19",1,0.286,0.093,0.193
"1026",2,5,51,"LB_AB","P.19",2,0.302,0.093,0.209
"1027",2,5,51,"LB_AB","P.19",3,0.306,0.093,0.213
"1028",2,5,51,"LB_AB","P.19",4,0.32,0.093,0.227
"1029",2,5,51,"LB_AB","P.19",5,0.341,0.093,0.248
"1030",2,5,51,"LB_AB","P.19",6,0.356,0.093,0.263
"1031",2,5,51,"LB_AB","P.19",7,0.362,0.093,0.269
"1032",2,5,51,"LB_AB","P.19",8,0.467,0.093,0.374
"1033",2,5,51,"LB_AB","P.20",1,0.287,0.09225,0.19475
"1034",2,5,51,"LB_AB","P.20",2,0.312,0.09225,0.21975
"1035",2,5,51,"LB_AB","P.20",3,0.324,0.09225,0.23175
"1036",2,5,51,"LB_AB","P.20",4,0.354,0.09225,0.26175
"1037",2,5,51,"LB_AB","P.20",5,0.415,0.09225,0.32275
"1038",2,5,51,"LB_AB","P.20",6,0.433,0.09225,0.34075
"1039",2,5,51,"LB_AB","P.20",7,0.483,0.09225,0.39075
"1040",2,5,51,"LB_AB","P.20",8,0.525,0.09225,0.43275
"1041",2,5,53,"LB_AB","P.16",1,0.329,0.09,0.239
"1042",2,5,53,"LB_AB","P.16",2,0.333,0.09,0.243
"1043",2,5,53,"LB_AB","P.16",3,0.34,0.09,0.25
"1044",2,5,53,"LB_AB","P.16",4,0.346,0.09,0.256
"1045",2,5,53,"LB_AB","P.16",5,0.362,0.09,0.272
"1046",2,5,53,"LB_AB","P.16",6,0.362,0.09,0.272
"1047",2,5,53,"LB_AB","P.16",7,0.391,0.09,0.301
"1048",2,5,53,"LB_AB","P.16",8,0.465,0.09,0.375
"1049",2,5,53,"LB_AB","P.17",1,0.318,0.097571429,0.220428571
"1050",2,5,53,"LB_AB","P.17",2,0.323,0.097571429,0.225428571
"1051",2,5,53,"LB_AB","P.17",3,0.338,0.097571429,0.240428571
"1052",2,5,53,"LB_AB","P.17",4,0.338,0.097571429,0.240428571
"1053",2,5,53,"LB_AB","P.17",5,0.372,0.097571429,0.274428571
"1054",2,5,53,"LB_AB","P.17",6,0.38,0.097571429,0.282428571
"1055",2,5,53,"LB_AB","P.17",7,0.412,0.097571429,0.314428571
"1056",2,5,53,"LB_AB","P.17",8,0.417,0.097571429,0.319428571
"1057",2,5,53,"LB_AB","P.18",1,0.296,0.0955,0.2005
"1058",2,5,53,"LB_AB","P.18",2,0.3,0.0955,0.2045
"1059",2,5,53,"LB_AB","P.18",3,0.312,0.0955,0.2165
"1060",2,5,53,"LB_AB","P.18",4,0.313,0.0955,0.2175
"1061",2,5,53,"LB_AB","P.18",5,0.32,0.0955,0.2245
"1062",2,5,53,"LB_AB","P.18",6,0.363,0.0955,0.2675
"1063",2,5,53,"LB_AB","P.18",7,0.414,0.0955,0.3185
"1064",2,5,53,"LB_AB","P.18",8,0.478,0.0955,0.3825
"1065",2,5,53,"LB_AB","P.19",1,0.284,0.094,0.19
"1066",2,5,53,"LB_AB","P.19",2,0.309,0.094,0.215
"1067",2,5,53,"LB_AB","P.19",3,0.31,0.094,0.216
"1068",2,5,53,"LB_AB","P.19",4,0.341,0.094,0.247
"1069",2,5,53,"LB_AB","P.19",5,0.347,0.094,0.253
"1070",2,5,53,"LB_AB","P.19",6,0.374,0.094,0.28
"1071",2,5,53,"LB_AB","P.19",7,0.453,0.094,0.359
"1072",2,5,53,"LB_AB","P.19",8,0.461,0.094,0.367
"1073",2,5,53,"LB_AB","P.20",1,0.235,0.093125,0.141875
"1074",2,5,53,"LB_AB","P.20",2,0.284,0.093125,0.190875
"1075",2,5,53,"LB_AB","P.20",3,0.298,0.093125,0.204875
"1076",2,5,53,"LB_AB","P.20",4,0.326,0.093125,0.232875
"1077",2,5,53,"LB_AB","P.20",5,0.333,0.093125,0.239875
"1078",2,5,53,"LB_AB","P.20",6,0.415,0.093125,0.321875
"1079",2,5,53,"LB_AB","P.20",7,0.474,0.093125,0.380875
"1080",2,5,53,"LB_AB","P.20",8,0.543,0.093125,0.449875
"1081",2,12,1,"LB_AB","P.11",1,0.112,0.11775,-0.00575
"1082",2,12,1,"LB_AB","P.11",2,0.124,0.11775,0.00625
"1083",2,12,1,"LB_AB","P.11",3,0.114,0.11775,-0.00375
"1084",2,12,1,"LB_AB","P.11",4,0.112,0.11775,-0.00575
"1085",2,12,1,"LB_AB","P.11",5,0.111,0.11775,-0.00675
"1086",2,12,1,"LB_AB","P.11",6,0.111,0.11775,-0.00675
"1087",2,12,1,"LB_AB","P.11",7,0.11,0.11775,-0.00775
"1088",2,12,1,"LB_AB","P.11",8,0.109,0.11775,-0.00875
"1089",2,12,1,"LB_AB","P.12",1,0.118,0.10725,0.01075
"1090",2,12,1,"LB_AB","P.12",2,0.112,0.10725,0.00475
"1091",2,12,1,"LB_AB","P.12",3,0.108,0.10725,0.00075
"1092",2,12,1,"LB_AB","P.12",4,0.109,0.10725,0.00175
"1093",2,12,1,"LB_AB","P.12",5,0.107,0.10725,-0.00025
"1094",2,12,1,"LB_AB","P.12",6,0.106,0.10725,-0.00125
"1095",2,12,1,"LB_AB","P.12",7,0.108,0.10725,0.00075
"1096",2,12,1,"LB_AB","P.12",8,0.105,0.10725,-0.00225
"1097",2,12,1,"LB_AB","P.13",1,0.135,0.134375,0.000625
"1098",2,12,1,"LB_AB","P.13",2,0.155,0.134375,0.020625
"1099",2,12,1,"LB_AB","P.13",3,0.137,0.134375,0.002625
"1100",2,12,1,"LB_AB","P.13",4,0.135,0.134375,0.000625
"1101",2,12,1,"LB_AB","P.13",5,0.146,0.134375,0.011625
"1102",2,12,1,"LB_AB","P.13",6,0.147,0.134375,0.012625
"1103",2,12,1,"LB_AB","P.13",7,0.138,0.134375,0.003625
"1104",2,12,1,"LB_AB","P.13",8,0.123,0.134375,-0.011375
"1105",2,12,1,"LB_AB","P.14",1,0.107,0.10575,0.00125
"1106",2,12,1,"LB_AB","P.14",2,0.137,0.10575,0.03125
"1107",2,12,1,"LB_AB","P.14",3,0.104,0.10575,-0.00175
"1108",2,12,1,"LB_AB","P.14",4,0.108,0.10575,0.00225
"1109",2,12,1,"LB_AB","P.14",5,0.107,0.10575,0.00125
"1110",2,12,1,"LB_AB","P.14",6,0.104,0.10575,-0.00175
"1111",2,12,1,"LB_AB","P.14",7,0.099,0.10575,-0.00675
"1112",2,12,1,"LB_AB","P.14",8,0.102,0.10575,-0.00375
"1113",2,12,1,"LB_AB","P.15",1,0.109,0.1005,0.0085
"1114",2,12,1,"LB_AB","P.15",2,0.131,0.1005,0.0305
"1115",2,12,1,"LB_AB","P.15",3,0.102,0.1005,0.0015
"1116",2,12,1,"LB_AB","P.15",4,0.104,0.1005,0.0035
"1117",2,12,1,"LB_AB","P.15",5,0.104,0.1005,0.0035
"1118",2,12,1,"LB_AB","P.15",6,0.103,0.1005,0.0025
"1119",2,12,1,"LB_AB","P.15",7,0.101,0.1005,0.0005
"1120",2,12,1,"LB_AB","P.15",8,0.099,0.1005,-0.0015
"1121",2,12,3,"LB_AB","P.11",1,0.094,0.09675,-0.00275
"1122",2,12,3,"LB_AB","P.11",2,0.104,0.09675,0.00725
"1123",2,12,3,"LB_AB","P.11",3,0.093,0.09675,-0.00375
"1124",2,12,3,"LB_AB","P.11",4,0.094,0.09675,-0.00275
"1125",2,12,3,"LB_AB","P.11",5,0.093,0.09675,-0.00375
"1126",2,12,3,"LB_AB","P.11",6,0.094,0.09675,-0.00275
"1127",2,12,3,"LB_AB","P.11",7,0.094,0.09675,-0.00275
"1128",2,12,3,"LB_AB","P.11",8,0.093,0.09675,-0.00375
"1129",2,12,3,"LB_AB","P.12",1,0.11,0.09575,0.01425
"1130",2,12,3,"LB_AB","P.12",2,0.104,0.09575,0.00825
"1131",2,12,3,"LB_AB","P.12",3,0.097,0.09575,0.00125
"1132",2,12,3,"LB_AB","P.12",4,0.101,0.09575,0.00525
"1133",2,12,3,"LB_AB","P.12",5,0.094,0.09575,-0.00175
"1134",2,12,3,"LB_AB","P.12",6,0.095,0.09575,-0.00075
"1135",2,12,3,"LB_AB","P.12",7,0.095,0.09575,-0.00075
"1136",2,12,3,"LB_AB","P.12",8,0.096,0.09575,0.00025
"1137",2,12,3,"LB_AB","P.13",1,0.104,0.09675,0.00725
"1138",2,12,3,"LB_AB","P.13",2,0.124,0.09675,0.02725
"1139",2,12,3,"LB_AB","P.13",3,0.097,0.09675,0.00025
"1140",2,12,3,"LB_AB","P.13",4,0.095,0.09675,-0.00175
"1141",2,12,3,"LB_AB","P.13",5,0.095,0.09675,-0.00175
"1142",2,12,3,"LB_AB","P.13",6,0.095,0.09675,-0.00175
"1143",2,12,3,"LB_AB","P.13",7,0.095,0.09675,-0.00175
"1144",2,12,3,"LB_AB","P.13",8,0.095,0.09675,-0.00175
"1145",2,12,3,"LB_AB","P.14",1,0.103,0.09575,0.00725
"1146",2,12,3,"LB_AB","P.14",2,0.127,0.09575,0.03125
"1147",2,12,3,"LB_AB","P.14",3,0.097,0.09575,0.00125
"1148",2,12,3,"LB_AB","P.14",4,0.096,0.09575,0.00025
"1149",2,12,3,"LB_AB","P.14",5,0.099,0.09575,0.00325
"1150",2,12,3,"LB_AB","P.14",6,0.099,0.09575,0.00325
"1151",2,12,3,"LB_AB","P.14",7,0.094,0.09575,-0.00175
"1152",2,12,3,"LB_AB","P.14",8,0.093,0.09575,-0.00275
"1153",2,12,3,"LB_AB","P.15",1,0.107,0.1005,0.0065
"1154",2,12,3,"LB_AB","P.15",2,0.128,0.1005,0.0275
"1155",2,12,3,"LB_AB","P.15",3,0.098,0.1005,-0.0025
"1156",2,12,3,"LB_AB","P.15",4,0.096,0.1005,-0.0045
"1157",2,12,3,"LB_AB","P.15",5,0.096,0.1005,-0.0045
"1158",2,12,3,"LB_AB","P.15",6,0.096,0.1005,-0.0045
"1159",2,12,3,"LB_AB","P.15",7,0.094,0.1005,-0.0065
"1160",2,12,3,"LB_AB","P.15",8,0.095,0.1005,-0.0055
"1161",2,12,5,"LB_AB","P.11",1,0.099,0.096875,0.002125
"1162",2,12,5,"LB_AB","P.11",2,0.113,0.096875,0.016125
"1163",2,12,5,"LB_AB","P.11",3,0.098,0.096875,0.001125
"1164",2,12,5,"LB_AB","P.11",4,0.101,0.096875,0.004125
"1165",2,12,5,"LB_AB","P.11",5,0.097,0.096875,0.000125
"1166",2,12,5,"LB_AB","P.11",6,0.097,0.096875,0.000125
"1167",2,12,5,"LB_AB","P.11",7,0.097,0.096875,0.000125
"1168",2,12,5,"LB_AB","P.11",8,0.097,0.096875,0.000125
"1169",2,12,5,"LB_AB","P.12",1,0.116,0.095875,0.020125
"1170",2,12,5,"LB_AB","P.12",2,0.109,0.095875,0.013125
"1171",2,12,5,"LB_AB","P.12",3,0.1,0.095875,0.004125
"1172",2,12,5,"LB_AB","P.12",4,0.105,0.095875,0.009125
"1173",2,12,5,"LB_AB","P.12",5,0.099,0.095875,0.003125
"1174",2,12,5,"LB_AB","P.12",6,0.098,0.095875,0.002125
"1175",2,12,5,"LB_AB","P.12",7,0.098,0.095875,0.002125
"1176",2,12,5,"LB_AB","P.12",8,0.097,0.095875,0.001125
"1177",2,12,5,"LB_AB","P.13",1,0.11,0.0955,0.0145
"1178",2,12,5,"LB_AB","P.13",2,0.131,0.0955,0.0355
"1179",2,12,5,"LB_AB","P.13",3,0.102,0.0955,0.0065
"1180",2,12,5,"LB_AB","P.13",4,0.098,0.0955,0.0025
"1181",2,12,5,"LB_AB","P.13",5,0.099,0.0955,0.0035
"1182",2,12,5,"LB_AB","P.13",6,0.098,0.0955,0.0025
"1183",2,12,5,"LB_AB","P.13",7,0.098,0.0955,0.0025
"1184",2,12,5,"LB_AB","P.13",8,0.096,0.0955,0.0005
"1185",2,12,5,"LB_AB","P.14",1,0.107,0.09425,0.01275
"1186",2,12,5,"LB_AB","P.14",2,0.129,0.09425,0.03475
"1187",2,12,5,"LB_AB","P.14",3,0.101,0.09425,0.00675
"1188",2,12,5,"LB_AB","P.14",4,0.1,0.09425,0.00575
"1189",2,12,5,"LB_AB","P.14",5,0.112,0.09425,0.01775
"1190",2,12,5,"LB_AB","P.14",6,0.104,0.09425,0.00975
"1191",2,12,5,"LB_AB","P.14",7,0.099,0.09425,0.00475
"1192",2,12,5,"LB_AB","P.14",8,0.096,0.09425,0.00175
"1193",2,12,5,"LB_AB","P.15",1,0.112,0.095875,0.016125
"1194",2,12,5,"LB_AB","P.15",2,0.133,0.095875,0.037125
"1195",2,12,5,"LB_AB","P.15",3,0.101,0.095875,0.005125
"1196",2,12,5,"LB_AB","P.15",4,0.099,0.095875,0.003125
"1197",2,12,5,"LB_AB","P.15",5,0.099,0.095875,0.003125
"1198",2,12,5,"LB_AB","P.15",6,0.1,0.095875,0.004125
"1199",2,12,5,"LB_AB","P.15",7,0.1,0.095875,0.004125
"1200",2,12,5,"LB_AB","P.15",8,0.096,0.095875,0.000125
"1201",2,12,7,"LB_AB","P.11",1,0.133,0.09775,0.03525
"1202",2,12,7,"LB_AB","P.11",2,0.153,0.09775,0.05525
"1203",2,12,7,"LB_AB","P.11",3,0.128,0.09775,0.03025
"1204",2,12,7,"LB_AB","P.11",4,0.126,0.09775,0.02825
"1205",2,12,7,"LB_AB","P.11",5,0.127,0.09775,0.02925
"1206",2,12,7,"LB_AB","P.11",6,0.123,0.09775,0.02525
"1207",2,12,7,"LB_AB","P.11",7,0.124,0.09775,0.02625
"1208",2,12,7,"LB_AB","P.11",8,0.127,0.09775,0.02925
"1209",2,12,7,"LB_AB","P.12",1,0.152,0.0955,0.0565
"1210",2,12,7,"LB_AB","P.12",2,0.14,0.0955,0.0445
"1211",2,12,7,"LB_AB","P.12",3,0.129,0.0955,0.0335
"1212",2,12,7,"LB_AB","P.12",4,0.134,0.0955,0.0385
"1213",2,12,7,"LB_AB","P.12",5,0.125,0.0955,0.0295
"1214",2,12,7,"LB_AB","P.12",6,0.126,0.0955,0.0305
"1215",2,12,7,"LB_AB","P.12",7,0.123,0.0955,0.0275
