Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,8,0.473,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,13,0.745,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,16,0.898,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,20,0.882,s^-1,NA,NA
Rhodomonas salina,Rhodomonas salina,Montagnes & Franklin (2001),growth rate,25,0.643,s^-1,NA,NA
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,0,0.298053,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,5,0.65849,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,10,1.10904,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,15,1.53879,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,20,1.89229,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,25,1.98933,s^-1,41.57,-71.34
Asterionellopsis glacialis,Asterionellopsis glacialis,Karentz & Smayda (1984) from Teng (unpubl.),growth rate,28,1.92002,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,0,0.325779,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,5,0.651558,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,10,1.14369,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,16,1.77446,s^-1,41.57,-71.34
Skeletonema costatum clone SK6C,Skeletonema costatum,Yoder (1979),growth rate,22,2.13489,s^-1,41.57,-71.34
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,7,NA,s^-1,59.45,10.52
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,10,NA,s^-1,59.45,10.52
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,15,NA,s^-1,59.45,10.52
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,19,NA,s^-1,59.45,10.52
Scrippsiella trochoidea,Scrippsiella trochoidea,Karentz & Smayda (1984) from Braarud (1961),growth rate,25,NA,s^-1,59.45,10.52
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,3,0.104,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,5,0.182,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,10,0.345,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,14.2,0.576,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,16.8,0.631,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,19.9,0.891,s^-1,NA,NA
Desmodesmus quadricaudatus,Desmodesmus quadricaudatus,Ahlgren (1987),growth rate,25.5,1.068,s^-1,NA,NA
Stephanodiscus hantzschii var. pusilla,Stephanodiscus hantzschii,Ahlgren (1987),growth rate,5,0.033,s^-1,NA,NA
Stephanodiscus hantzschii var. pusilla,Stephanodiscus hantzschii,Ahlgren (1987),growth rate,11,0.18,s^-1,NA,NA
Stephanodiscus hantzschii var. pusilla,Stephanodiscus hantzschii,Ahlgren (1987),growth rate,15.4,1.8,s^-1,NA,NA
Microcystis aeruginosa,Microcystis aeruginosa,Imai et al. (2009a),growth rate,20,0.2,s^-1,33.82,132.77
Microcystis aeruginosa,Microcystis aeruginosa,Imai et al. (2009a),growth rate,25,0.31,s^-1,33.82,132.77
Microcystis aeruginosa,Microcystis aeruginosa,Imai et al. (2009a),growth rate,30,0.47,s^-1,33.82,132.77
Microcystis aeruginosa,Microcystis aeruginosa,Imai et al. (2009a),growth rate,35,0.45,s^-1,33.82,132.77
Microcystis wesenbergii,Microcystis wesenbergii,Imai et al. (2009a),growth rate,20,0.17,s^-1,33.82,132.77
Microcystis wesenbergii,Microcystis wesenbergii,Imai et al. (2009a),growth rate,25,0.16,s^-1,33.82,132.77
Microcystis wesenbergii,Microcystis wesenbergii,Imai et al. (2009a),growth rate,30,0.2,s^-1,33.82,132.77
Microcystis wesenbergii,Microcystis wesenbergii,Imai et al. (2009a),growth rate,35,0.24,s^-1,33.82,132.77
Microcystis aeruginosa,Microcystis aeruginosa,Watanabe & Oishi (1985),growth rate,18,0.37,s^-1,36.05,138.08
Microcystis aeruginosa,Microcystis aeruginosa,Watanabe & Oishi (1985),growth rate,25,0.44,s^-1,36.05,138.08
Microcystis aeruginosa,Microcystis aeruginosa,Watanabe & Oishi (1985),growth rate,32,0.59,s^-1,36.05,138.08
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,10,0.245,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,15,0.322,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,20,0.569,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,25,0.842,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,30,0.996,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,35,1.112,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Collins & Boylen (1982),growth rate,40,0.778,s^-1,NA,NA
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,5,0.186,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,9,0.418,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,10,0.566,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,12.5,0.935,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,15,1,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,16,1.102,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,17,1.084,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,18,1.214,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,19,1.232,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,20,1.371,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,22.5,1.336,s^-1,42.45,-76.48
Scenedesmus sp.,Scenedesmus,Rhee & Gotham (1981),growth rate,25,1.355,s^-1,42.45,-76.48
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,8,0.133,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,11.5,0.346,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,12.5,0.411,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,13,0.577,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,13.5,0.457,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,17,0.891,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,18,0.827,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,19,1.003,s^-1,NA,NA
Asterionella formosa,Asterionella formosa,Rhee & Gotham (1981),growth rate,20,1.05,s^-1,NA,NA
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,5,0.49,s^-1,52.14,5.09
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,8,0.65,s^-1,52.14,5.09
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,10,0.7,s^-1,52.14,5.09
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,15,0.8,s^-1,52.14,5.09
Stephanodiscus hantzschii,Stephanodiscus hantzschii,van Donk & Kilham (1990),growth rate,20,0.83,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,5,0.29,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,8,0.31,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,10,0.47,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,15,0.57,s^-1,52.14,5.09
Fragilaria crotonensis,Fragilaria crotonensis,van Donk & Kilham (1990),growth rate,20,0.65,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,5,0.42,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,8,0.64,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,10,0.58,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,15,0.65,s^-1,52.14,5.09
Asterionella formosa,Asterionella formosa,van Donk & Kilham (1990),growth rate,20,0.71,s^-1,52.14,5.09
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,5,0.0457477,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,8,0.075553,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,11,0.107438,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,14,0.129619,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,17,0.16081,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,20,0.203785,s^-1,54.62,-6.41
Limnothrix redekei,Limnothrix redekei,Foy (1983),growth rate,23,0.198933,s^-1,54.62,-6.41
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,5,0.0291122,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,8,0.0505997,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,11,0.101199,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,14,0.148333,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,17,0.182991,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,20,0.2225,s^-1,NA,NA
Planktothrix agardhii strain 1459/12g,Planktothrix agardhii,Foy (1983),growth rate,23,0.246067,s^-1,NA,NA
Nostoc muscorum strain G,Nostoc muscorum,Kratz & Myers (1955),growth rate,25,1.20447,s^-1,NA,NA
Nostoc muscorum strain G,Nostoc muscorum,Kratz & Myers (1955),growth rate,30,1.66737,s^-1,NA,NA
Nostoc muscorum strain G,Nostoc muscorum,Kratz & Myers (1955),growth rate,32.5,1.97367,s^-1,NA,NA
Nostoc muscorum strain G,Nostoc muscorum,Kratz & Myers (1955),growth rate,35,1.45319,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,25,1.59598,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,30,2.303,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,32.5,2.67378,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,35,2.72675,s^-1,NA,NA
Trichormus variabilis,Trichormus variabilis,Kratz & Myers (1955),growth rate,37.5,1.75949,s^-1,NA,NA
Romeria leopoliensis strain 1402-1,Romeria leopoliensis,Kratz & Myers (1955),growth rate,25,1.97828,s^-1,30.26,-97.74
Romeria leopoliensis strain 14020,Romeria leopoliensis,Kratz & Myers (1955),growth rate,30,4.05328,s^-1,30.26,-97.74
Romeria leopoliensis strain 14021,Romeria leopoliensis,Kratz & Myers (1955),growth rate,32.5,5.50647,s^-1,30.26,-97.74
Romeria leopoliensis strain 14022,Romeria leopoliensis,Kratz & Myers (1955),growth rate,35,6.48294,s^-1,30.26,-97.74
Romeria leopoliensis strain 14023,Romeria leopoliensis,Kratz & Myers (1955),growth rate,39,7.63905,s^-1,30.26,-97.74
Romeria leopoliensis strain 14024,Romeria leopoliensis,Kratz & Myers (1955),growth rate,41,8.10886,s^-1,30.26,-97.74
Romeria leopoliensis strain 14025,Romeria leopoliensis,Kratz & Myers (1955),growth rate,42.5,7.52851,s^-1,30.26,-97.74
Romeria leopoliensis strain 14026,Romeria leopoliensis,Kratz & Myers (1955),growth rate,44,5.54793,s^-1,30.26,-97.74
Microcystis aeruginosa,Microcystis aeruginosa,Coles & Jones (2000),growth rate,15,0.174,s^-1,38.88,-77.04
Microcystis aeruginosa,Microcystis aeruginosa,Coles & Jones (2000),growth rate,20,0.497,s^-1,38.88,-77.04
Microcystis aeruginosa,Microcystis aeruginosa,Coles & Jones (2000),growth rate,25,0.91,s^-1,38.88,-77.04
Microcystis aeruginosa,Microcystis aeruginosa,Coles & Jones (2000),growth rate,30,1.096,s^-1,38.88,-77.04
Merismopedia tenuissima,Merismopedia tenuissima,Coles & Jones (2000),growth rate,15,0.186,s^-1,38.88,-77.04
Merismopedia tenuissima,Merismopedia tenuissima,Coles & Jones (2000),growth rate,20,0.589,s^-1,38.88,-77.04
Merismopedia tenuissima,Merismopedia tenuissima,Coles & Jones (2000),growth rate,25,0.626,s^-1,38.88,-77.04
Merismopedia tenuissima,Merismopedia tenuissima,Coles & Jones (2000),growth rate,30,0.686,s^-1,38.88,-77.04
Oscillatoria sp.,Oscillatoria,Coles & Jones (2000),growth rate,15,0.557,s^-1,38.88,-77.04
Oscillatoria sp.,Oscillatoria,Coles & Jones (2000),growth rate,20,0.811,s^-1,38.88,-77.04
Oscillatoria sp.,Oscillatoria,Coles & Jones (2000),growth rate,25,1.112,s^-1,38.88,-77.04
Oscillatoria sp.,Oscillatoria,Coles & Jones (2000),growth rate,30,1.098,s^-1,38.88,-77.04
Aulacoseira granulata var. angustissima,Aulacoseira granulata var. angustissima,Coles & Jones (2000),growth rate,15,0.418,s^-1,38.88,-77.04
Aulacoseira granulata var. angustissima,Aulacoseira granulata var. angustissima,Coles & Jones (2000),growth rate,20,0.715,s^-1,38.88,-77.04
Aulacoseira granulata var. angustissima,Aulacoseira granulata var. angustissima,Coles & Jones (2000),growth rate,25,0.779,s^-1,38.88,-77.04
Aulacoseira granulata var. angustissima,Aulacoseira granulata var. angustissima,Coles & Jones (2000),growth rate,30,0.87,s^-1,38.88,-77.04
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,15,0,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,20,1.174,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,25,1.622,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,30,1.031,s^-1,35.15,139.35
Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,Suzuki & Takahashi (1995),growth rate,35,0,s^-1,35.15,139.35
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,5,0,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,10,0.446,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,15,0.849,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,20,1.147,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,25,1.34,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,30,0.876,s^-1,36,140
Stephanodiscus hantzschii,Stephanodiscus hantzschii,Suzuki & Takahashi (1995),growth rate,35,0,s^-1,36,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,2,0,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,5,0.218,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,10,0.682,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,15,1.02,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,20,1.306,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,25,1.492,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,30,0.868,s^-1,35.5,140
Skeletonema costatum,Skeletonema costatum,Suzuki & Takahashi (1995),growth rate,35,0,s^-1,35.5,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,2,0,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,5,0.623,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,10,0.653,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,15,0.888,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,20,1.303,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,25,1.127,s^-1,35.88,140
Asterionella formosa,Asterionella formosa,Suzuki & Takahashi (1995),growth rate,30,0,s^-1,35.88,140
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,-1,0.358,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,0,0.548,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,2,0.608,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,5,0.699,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,10,0.904,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,15,0.947,s^-1,44.14,143.79
Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Suzuki & Takahashi (1995),growth rate,20,0,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,-1.8,0.336,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,0,0.595,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,2,0.623,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,5,0.781,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,10,0.89,s^-1,44.14,143.79
Detonula confervacea,Detonula confervacea,Suzuki & Takahashi (1995),growth rate,15,0,s^-1,44.14,143.79
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,0,0.518,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,2,0.444,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,5,0.576,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,10,0.352,s^-1,74.65,-95.2
Chaetoceros sp.,Chaetoceros,Suzuki & Takahashi (1995),growth rate,15,0,s^-1,74.65,-95.2
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,14,0.996746,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,16,1.21162,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,19,1.33847,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,21,1.46809,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,23,1.50898,s^-1,41.73,-70.23
Phaeodactylum tricornutum clone Pet Pd,Phaeodactylum tricornutum,Fawley (1984),growth rate,25,1.32599,s^-1,41.73,-70.23
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,12.5,0,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,14.5,0.155,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,17.5,0.31,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,19,0.477,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,22,0.55,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,23.5,0.599,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,26,0.489,s^-1,28.98,-64.35
Prochlorococcus marinus strain SS120,Prochlorococcus marinus,Moore et al. (1995),growth rate,28,0,s^-1,28.98,-64.35
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,12.5,0.121,s^-1,43.2,6.87
Prochlorococcus marinus strain MED4 (clade 2),Prochlorococcus marinus,Moore et al. (1995),growth rate,14.5,0.206,s^-1,43.2,6.87
