1265,470,MTD144,Daphnia rosea,water flea,Animalia,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,Daphnia rosea
1274,472,MTD145,Carcinus maenas,green crab,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,Carcinus maenas
1277,473,MTD146,Clupea harengus,atlantic herring,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus
1339,474,MTD147,Carcinus maenas,green crab,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,Carcinus maenas
1360,476,MTD148,Carcinus maenas,green crab,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,Carcinus maenas
1402,477,MTD149,Electra pilosa,bryozoan,Animalia,Ectoprocta,Gymnolaemata,Cheilostomata,Electridae,Electra,Electra pilosa
1406,478,MTD150,Argopecten purpuratus,scallop,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,Argopecten,Argopecten purpuratus
1468,480,MTD151,Nereis diversicolor,ragworm,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,Nereis,Nereis diversicolor
1474,483,MTD152,Argopecten purpuratus,scallop,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,Argopecten,Argopecten purpuratus
1535,486,MTD153,Argopecten purpuratus,scallop,Animalia,Mollusca,Bivalvia,Ostreoida,Pectinidae,Argopecten,Argopecten purpuratus
1590,494,MTD154,Nereis diversicolor,ragworm,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,Nereis,Nereis diversicolor
1600,496,MTD155,Nereis diversicolor,ragworm,Animalia,Annelida,Polychaeta,Aciculata,Nereididae,Nereis,Nereis diversicolor
1618,498,MTD156,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1621,499,MTD157,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1624,500,MTD158,Eupleura caudata,thick-lip drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Eupleura,Eupleura caudata
1627,501,MTD159,Eupleura caudata,thick-lip drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Eupleura,Eupleura caudata
1630,502,MTD160,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1633,503,MTD161,Eupleura caudata,thick-lip drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Eupleura,Eupleura caudata
1636,504,MTD162,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1642,505,MTD163,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1645,506,MTD164,Eupleura caudata,thick-lip drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Eupleura,Eupleura caudata
1648,507,MTD165,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1651,508,MTD166,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1653,509,MTD167,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1656,510,MTD168,Nucella lapillus,dog whelk,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Nucella,Nucella lapillus
1659,511,MTD169,Nucella lapillus,dog whelk,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Nucella,Nucella lapillus
1662,512,MTD170,Nucella lapillus,dog whelk,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Nucella,Nucella lapillus
1666,513,MTD171,Thais haemastoma,southern oyster drill,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Thais,Thais haemastoma
1669,514,MTD172,Nucella lapillus,dog whelk,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Nucella,Nucella lapillus
1672,515,MTD173,light,light,NA,NA,NA,NA,NA,NA,NA
1678,516,MTD174,light,light,NA,NA,NA,NA,NA,NA,NA
1683,517,MTD175,light,light,NA,NA,NA,NA,NA,NA,NA
1689,518,MTD176,light,light,NA,NA,NA,NA,NA,NA,NA
1695,519,MTD177,light,light,NA,NA,NA,NA,NA,NA,NA
1699,520,MTD178,light,light,NA,NA,NA,NA,NA,NA,NA
1705,521,MTD179,Myoxocephalus scorpius,short-horn sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus scorpius
1706,522,MTD180,Myoxocephalus scorpius,short-horn sculpin,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus,Myoxocephalus scorpius
1709,523,MTD181,Cardium lamarcki,cockle,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Cardium,Cardium lamarcki
1716,524,MTD182,Cardium lamarcki,cockle,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Cardium,Cardium lamarcki
1723,525,MTD183,Cardium lamarcki,cockle,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Cardium,Cardium lamarcki
1728,526,MTD184,Cardium lamarcki,cockle,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Cardium,Cardium lamarcki
1733,527,MTD185,Cardium lamarcki,cockle,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Cardium,Cardium lamarcki
1738,579,MTD186,Nucella lapillus,dog whelk,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Nucella,Nucella lapillus
1740,580,MTD187,Nucella lapillus,dog whelk,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Nucella,Nucella lapillus
1742,581,MTD188,Nucella lapillus,dog whelk,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Nucella,Nucella lapillus
1744,582,MTD189,Nucella lapillus,dog whelk,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Muricidae,Nucella,Nucella lapillus
1746,591,MTD190,Electra pilosa,bryozoan,Animalia,Ectoprocta,Gymnolaemata,Cheilostomata,Electridae,Electra,Electra pilosa
1750,592,MTD191,Electra pilosa,bryozoan,Animalia,Ectoprocta,Gymnolaemata,Cheilostomata,Electridae,Electra,Electra pilosa
1754,593,MTD192,Electra pilosa,bryozoan,Animalia,Ectoprocta,Gymnolaemata,Cheilostomata,Electridae,Electra,Electra pilosa
